ID;VALEUR;DATE
0;5469.87;2019-04-09 10:02:52.0
0;5469.66;2019-04-09 10:03:07.0
0;5469.97;2019-04-09 10:03:22.0
0;5470.66;2019-04-09 10:03:32.0
0;5470.54;2019-04-09 10:04:05.0
0;5470.97;2019-04-09 10:04:20.0
0;5471.5;2019-04-09 10:04:33.0
0;5470.69;2019-04-09 10:04:49.0
0;5471.5;2019-04-09 10:04:50.0
0;5470.69;2019-04-09 10:04:52.0
0;5470.89;2019-04-09 10:05:06.0
0;5471.16;2019-04-09 10:05:21.0
0;5471.96;2019-04-09 10:05:34.0
0;5472.31;2019-04-09 10:05:50.0
0;5472.3;2019-04-09 10:06:04.0
0;5472.47;2019-04-09 10:06:20.0
0;5472.3;2019-04-09 10:06:21.0
0;5472.47;2019-04-09 10:06:22.0
0;5473.53;2019-04-09 10:06:35.0
0;5472.47;2019-04-09 10:06:37.0
0;5473.53;2019-04-09 10:06:38.0
0;5473.01;2019-04-09 10:06:50.0
0;5473.08;2019-04-09 10:07:05.0
0;5473.01;2019-04-09 10:07:06.0
0;5473.08;2019-04-09 10:07:07.0
0;5473.22;2019-04-09 10:07:20.0
0;5473.08;2019-04-09 10:07:22.0
0;5473.22;2019-04-09 10:07:23.0
0;5473.38;2019-04-09 10:07:33.0
0;5473.65;2019-04-09 10:07:50.0
0;5474.25;2019-04-09 10:08:05.0
0;5475.16;2019-04-09 10:08:20.0
0;5475.23;2019-04-09 10:08:34.0
0;5475.49;2019-04-09 10:08:50.0
0;5475.08;2019-04-09 10:09:06.0
0;5475.03;2019-04-09 10:09:21.0
0;5475.08;2019-04-09 10:09:22.0
0;5475.03;2019-04-09 10:09:24.0
0;5474.8;2019-04-09 10:09:36.0
0;5474.23;2019-04-09 10:09:51.0
0;5474.71;2019-04-09 10:10:07.0
0;5474.57;2019-04-09 10:10:22.0
0;5474.61;2019-04-09 10:10:34.0
0;5474.62;2019-04-09 10:10:49.0
0;5475;2019-04-09 10:11:03.0
0;5474.9;2019-04-09 10:11:23.0
0;5475.1;2019-04-09 10:11:32.0
0;5475.28;2019-04-09 10:11:48.0
0;5475.37;2019-04-09 10:12:04.0
0;5475.4;2019-04-09 10:12:24.0
0;5475.85;2019-04-09 10:12:38.0
0;5476.12;2019-04-09 10:12:48.0
0;5476.03;2019-04-09 10:13:05.0
0;5476.12;2019-04-09 10:13:07.0
0;5476.03;2019-04-09 10:13:08.0
0;5475.62;2019-04-09 10:13:24.0
0;5475.96;2019-04-09 10:13:33.0
0;5476.11;2019-04-09 10:13:49.0
0;5475.51;2019-04-09 10:14:04.0
0;5475.55;2019-04-09 10:14:20.0
0;5475.51;2019-04-09 10:14:22.0
0;5475.55;2019-04-09 10:14:23.0
0;5476.03;2019-04-09 10:14:33.0
0;5476.1;2019-04-09 10:14:48.0
0;5475.54;2019-04-09 10:15:03.0
0;5475.64;2019-04-09 10:15:22.0
0;5476.16;2019-04-09 10:15:38.0
0;5476.62;2019-04-09 10:15:49.0
0;5476.82;2019-04-09 10:16:03.0
0;5476.62;2019-04-09 10:16:05.0
0;5476.82;2019-04-09 10:16:07.0
0;5475.91;2019-04-09 10:16:19.0
0;5476.82;2019-04-09 10:16:22.0
0;5475.91;2019-04-09 10:16:23.0
0;5476.07;2019-04-09 10:16:32.0
0;5475.95;2019-04-09 10:16:47.0
0;5476.07;2019-04-09 10:16:48.0
0;5475.95;2019-04-09 10:16:49.0
0;5475.6;2019-04-09 10:17:06.0
0;5475.97;2019-04-09 10:17:19.0
0;5475.6;2019-04-09 10:17:22.0
0;5475.97;2019-04-09 10:17:23.0
0;5476.12;2019-04-09 10:17:38.0
0;5476.24;2019-04-09 10:17:48.0
0;5476.08;2019-04-09 10:18:05.0
0;5476.92;2019-04-09 10:18:22.0
0;5477.17;2019-04-09 10:18:38.0
0;5477.33;2019-04-09 10:18:47.0
0;5477.51;2019-04-09 10:19:05.0
0;5477.33;2019-04-09 10:19:06.0
0;5477.51;2019-04-09 10:19:08.0
0;5477.33;2019-04-09 10:19:21.0
0;5477.16;2019-04-09 10:19:33.0
0;5477.1;2019-04-09 10:19:48.0
0;5477.16;2019-04-09 10:20:04.0
0;5477.1;2019-04-09 10:20:07.0
0;5477.16;2019-04-09 10:20:08.0
0;5477.18;2019-04-09 10:20:24.0
0;5477.22;2019-04-09 10:20:33.0
0;5477.47;2019-04-09 10:20:48.0
0;5477.27;2019-04-09 10:21:05.0
0;5477.47;2019-04-09 10:21:06.0
0;5477.27;2019-04-09 10:21:08.0
0;5477.04;2019-04-09 10:21:22.0
0;5476.77;2019-04-09 10:21:33.0
0;5476.8;2019-04-09 10:21:49.0
0;5476.99;2019-04-09 10:22:03.0
0;5477.04;2019-04-09 10:22:20.0
0;5476.99;2019-04-09 10:22:22.0
0;5477.04;2019-04-09 10:22:24.0
0;5476.99;2019-04-09 10:22:38.0
0;5476.7;2019-04-09 10:22:49.0
0;5476.24;2019-04-09 10:23:03.0
0;5476.7;2019-04-09 10:23:05.0
0;5476.24;2019-04-09 10:23:07.0
0;5474.92;2019-04-09 10:23:22.0
0;5474.86;2019-04-09 10:23:33.0
0;5474.5;2019-04-09 10:23:49.0
