ID;VALEUR;DATE
2;3437.95;2019-04-08 15:14:14.0
2;3436.95;2019-04-08 15:14:53.0
2;3437.95;2019-04-08 15:15:18.0
2;3438.85;2019-04-08 15:16:06.0
2;3437.85;2019-04-08 15:16:26.0
2;3436.85;2019-04-08 15:17:37.0
2;3437.75;2019-04-08 15:19:04.0
2;3436.85;2019-04-08 15:19:05.0
2;3437.75;2019-04-08 15:19:07.0
2;3436.75;2019-04-08 15:19:44.0
2;3434.75;2019-04-08 15:21:06.0
2;3435.75;2019-04-08 15:21:10.0
2;3434.75;2019-04-08 15:21:45.0
2;3435.65;2019-04-08 15:22:06.0
2;3435.55;2019-04-08 15:22:53.0
2;3435.45;2019-04-08 15:23:44.0
2;3435.55;2019-04-08 15:23:50.0
2;3435.65;2019-04-08 15:24:23.0
2;3435.55;2019-04-08 15:24:54.0
2;3436.55;2019-04-08 15:24:57.0
2;3435.55;2019-04-08 15:25:01.0
2;3436.55;2019-04-08 15:25:06.0
2;3436.65;2019-04-08 15:25:48.0
2;3435.65;2019-04-08 15:26:14.0
2;3434.65;2019-04-08 15:26:21.0
2;3433.65;2019-04-08 15:28:07.0
2;3434.65;2019-04-08 15:28:09.0
2;3433.75;2019-04-08 15:28:11.0
2;3433.65;2019-04-08 15:28:20.0
2;3433.75;2019-04-08 15:28:59.0
2;3433.85;2019-04-08 15:29:26.0
2;3434.85;2019-04-08 15:29:42.0
2;3435.85;2019-04-08 15:30:18.0
2;3435.75;2019-04-08 15:30:51.0
2;3436.75;2019-04-08 15:30:56.0
2;3437.65;2019-04-08 15:32:06.0
2;3436.65;2019-04-08 15:32:12.0
2;3437.65;2019-04-08 15:32:25.0
2;3436.65;2019-04-08 15:32:26.0
2;3437.65;2019-04-08 15:32:27.0
2;3437.85;2019-04-08 15:32:32.0
2;3436.85;2019-04-08 15:33:07.0
2;3437.85;2019-04-08 15:33:17.0
2;3436.85;2019-04-08 15:33:18.0
2;3436.75;2019-04-08 15:33:50.0
2;3437.75;2019-04-08 15:34:07.0
2;3437.65;2019-04-08 15:34:22.0
2;3438.65;2019-04-08 15:34:28.0
2;3437.65;2019-04-08 15:34:39.0
2;3438.65;2019-04-08 15:34:40.0
2;3437.65;2019-04-08 15:34:42.0
2;3437.85;2019-04-08 15:35:05.0
2;3438.06;2019-04-08 15:59:03.0
2;3437.85;2019-04-08 15:59:04.0
2;3438.06;2019-04-08 15:59:06.0
3;26300.62;2019-04-08 14:29:21.0
3;26300.57;2019-04-08 14:29:25.0
3;26304.19;2019-04-08 14:29:37.0
3;26304.57;2019-04-08 14:29:45.0
3;26307.87;2019-04-08 14:30:06.0
3;26308.45;2019-04-08 14:30:11.0
3;26307.37;2019-04-08 14:30:26.0
3;26309.28;2019-04-08 14:30:31.0
3;26310.56;2019-04-08 14:30:36.0
3;26311.59;2019-04-08 14:30:41.0
3;26313.08;2019-04-08 14:30:48.0
3;26313.04;2019-04-08 14:30:49.0
3;26313.08;2019-04-08 14:30:50.0
3;26313.04;2019-04-08 14:30:52.0
3;26310.86;2019-04-08 14:30:58.0
3;26311.97;2019-04-08 14:31:05.0
3;26312.56;2019-04-08 14:31:13.0
3;26312.36;2019-04-08 14:31:20.0
3;26315.58;2019-04-08 14:31:30.0
3;26315.92;2019-04-08 14:31:33.0
3;26318.76;2019-04-08 14:31:45.0
3;26320.4;2019-04-08 14:31:52.0
3;26319.28;2019-04-08 14:32:05.0
3;26318.73;2019-04-08 14:32:07.0
3;26318.71;2019-04-08 14:32:18.0
3;26320.96;2019-04-08 14:32:21.0
3;26321.29;2019-04-08 14:32:25.0
